,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08265404,18.86323023,19.60922976,20.15414555,21.55216697,22.79852776,22.37994379,22.49928119,21.35069295,22.09890251,22.70726274,23.55556268,22.31277242,22.64192902,21.23804915,22.77951337,20.92623104,21.20716965,20.54543568,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4630275,17.29119723,18.85421114,21.47437338,22.23044928,21.80962573,22.478096,23.10410944,22.39305421,22.37007132,23.05353112,23.27357624,23.23088379,23.668804,23.46902836,23.09114982,22.31805667,21.52527457,22.01801581,21.69547004,21.7020526,21.89588951,22.03401927,22.12242197,22.16347849,21.90545992,22.03308292,21.69926174,20.48855061,21.61276072,21.0207425,20.34648304,
Sweden,,,,,,,,,,,,,,,,19.05895923,17.61326162,17.09620141,16.50460111,19.39322799,19.99942426,18.3386953,16.82856418,16.32651162,16.73599668,16.39413457,16.85950493,17.71633124,20.22243419,19.1743284,21.60120497,21.70362107,21.31825151,21.65113727,19.69547625,17.16655429,15.46899706,14.8430691,26.75771981,27.29170466,27.50399521,29.66174378,30.27043363,29.85100403,27.88091979,26.71068789,26.9156663,27.2939587,28.59534269,28.59836395,28.57698819,27.63687137,27.37294425,27.56963124,26.79857538,26.43508733,26.59050185,26.7091995,27.32104605,28.19905913,28.3863059,28.11887167,27.50079816,26.82224459,27.39864546,27.60475284,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.05604433,18.13326886,17.73853785,17.06984453,18.16116918,22.23615729,22.02440977,30.9762746,27.28028647,29.81227641,25.27335422,16.00052763,16.30702667,28.23337865,,29.75961945,27.42139312,23.89799137,26.33608122,24.32431001,24.52763245,27.18235353,24.45638018,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.81482739,30.03705622,32.76338157,33.83033566,34.57495144,,,,33.23397715,30.04512463,25.97365577,25.31820967,25.3436767,24.84666513,25.58161318,24.51278138,,,,,25.6585989,23.20791243,22.30720959,22.08470166,,,,,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.950835909,9.442256779,10.04335794,10.55770892,10.49441574,10.36945031,10.57087567,10.49153923,10.24332576,9.997544292,9.703061012,9.438398705,9.688904655,9.350015719,8.861988187,8.445150101,8.342947239,8.120033968,8.241451012,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10356127,14.62210519,15.41703869,14.469329,14.51656973,14.35820431,,,17.3519051,17.09858723,15.29785352,15.54575197,16.03009721,15.54645881,15.40568896,15.38515228,14.33387716,13.71118028,13.99646142,14.51030863,14.08039809,14.10523736,14.78735487,13.97893268,15.01797381,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.309128805,9.118923256,9.832824826,10.88351843,10.34190563,10.31621212,10.50778741,11.40523223,11.36165572,12.1000696,13.16639275,13.76871095,13.86737441,13.0586635,12.85943483,13.58354422,12.86660525,14.20244964,14.18756208,14.7594069,
Thailand,,,,,,,,,,,,,,,,11.04115235,10.17334549,12.58381061,11.193868,10.7838382,11.60892172,11.66140898,12.37412805,13.14314967,13.47697636,12.64055577,14.13958244,14.10679378,13.6878369,13.61614666,13.64999061,14.80673226,15.58057288,16.90732301,17.41350398,15.59178399,15.39927671,16.03568902,16.44093082,16.72621763,16.10547926,13.78816744,12.8892156,12.9767329,13.07021832,13.47031276,14.4815688,14.85333091,16.06186027,15.63699271,15.14315656,15.3848864,14.19423084,14.93264755,16.36183479,15.44093567,17.73605447,16.49878428,16.85085155,16.10003515,15.51872716,15.69815813,15.39794822,15.19315216,15.06325717,15.1390496,15.42307384,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.689066615,8.209442379,7.703083898,8.201926827,,9.702188432,9.821023787,,,,,,,,,,,,,,,,,10.34598055,10.34427934,10.75215606,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06018575,13.54623004,13.23635923,13.22495707,13.14333832,13.67572184,13.72719162,13.39420035,13.49850462,13.45385048,13.10710521,13.95193867,14.33492952,14.12210045,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.172588,135.4844505,147.6401955,93.8650341,62.79066644,36.16611465,15.08794971,20.22852259,25.25021922,22.81339089,12.64271148,15.08809851,21.64317779,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93247394,17.10459388,18.67925694,20.25651882,20.81517971,21.90960628,21.64631396,20.78624428,20.73816186,21.91086174,23.76696583,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,8.181120885,9.024502908,9.181837991,8.597094206,9.30227453,9.677139299,9.019597414,9.209845718,9.270903141,9.271760753,9.304978386,10.07235644,10.424186,10.41141539,10.35844578,10.46392083,10.28487438,10.42531366,10.06415762,8.840152804,9.264363055,9.53350945,9.50697791,9.262077855,8.355849996,8.871037973,9.021051642,8.187225667,8.693628977,9.051146842,9.490942898,9.957285115,10.89182654,11.73622826,10.78089408,9.742140119,10.23154913,10.09942533,10.68229955,10.8345865,9.925036474,10.49801279,10.91472304,11.12473726,11.73282692,,,,6.754084063,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,29.58870323,32.62133602,28.74988203,29.18213284,35.6508085,34.844169,,,,,,,,,,,,,,,,,,,,22.12128594,20.45549831,21.30154983,22.02505646,26.3787008,30.25758765,25.99529034,29.48840531,26.82740606,26.24401846,25.6437422,24.96117334,24.26108732,25.03223582,24.71003353,21.39690324,18.39023967,19.87296586,16.67849596,,,,,
Tunisia,,,,,,,,,,,,,,,,17.78922717,18.95248849,17.86406512,20.22510624,19.94826694,21.26921849,22.61765772,21.79671458,20.9913854,21.63863527,22.78120057,23.06769464,22.97891585,21.99962954,22.5168985,20.56177118,20.50088908,20.1514093,19.95340107,20.38441075,20.49935064,21.00797927,20.76414271,20.48581381,19.83761925,18.44103315,19.18316383,19.13116645,19.29236853,19.59749767,19.54062466,18.74526478,18.67219383,18.87750472,18.51071549,19.06787394,20.49980823,20.04816181,19.19975083,20.17485594,20.11548772,,,,,,,,,,,,
Turkiye,,,,,,,,,,,,,,,,13.4209616,14.31318681,13.17063332,14.72230841,16.26579203,16.66193316,16.51178962,14.59270725,14.33869919,15.2689533,,13.93806901,10.80096922,11.34561411,11.72819518,12.14195571,11.0271659,11.24919113,11.55833127,12.49517351,12.9688266,13.34277157,15.2014677,13.9767747,15.19952105,19.05053839,14.6683801,,,,,,,,,,17.50228731,18.07393495,18.85902049,18.57091787,18.10718164,18.3638081,17.94581705,18.18078068,18.26558723,17.71815774,17.27007462,16.52438584,17.66372303,17.86363737,16.09207149,18.53540687,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53417446,9.912261582,9.793982,10.43300402,10.72192345,11.36379689,10.49249549,11.39033994,11.83671902,11.69508306,11.01911748,11.62676885,10.85579964,11.79268079,11.49148902,12.80290807
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80177081,11.11956297,11.60472367,11.68286865,12.23637947,11.39116331,12.45886668,12.54990427,12.96836848,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99175112,13.61538199,11.66241269,12.63279714,13.16162595,12.81409146,16.52877057,17.09216344,15.81795379,17.09171786,15.78923638,14.99750577,17.84004927,17.63331542,16.89868434,17.29434784,20.45136542,19.63011981,20.0523677,20.14255251,19.1961401,19.1514003,19.08232277,16.69150738,17.45906169,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.640915158,10.09958755,10.66169625,11.42163473,11.27131361,11.76453349,12.03763936,11.84625631,11.75265709,11.42629573,11.38589388,11.22199322,11.28705768,11.0686525,10.68594029,10.43914622,10.61064906,10.40444345,10.27134457,
Uruguay,,,,,,,,,,,,,,,,13.68094992,10.44732195,12.71035527,12.23612691,15.52333454,15.84769476,16.02307268,14.44700072,15.82577762,16.73906481,14.00555378,15.12129764,13.86925665,15.94975265,16.76322844,15.96544635,15.18910308,14.53217809,16.2025864,16.79324032,17.24085747,19.38949411,19.03440938,16.87875803,17.35110223,16.78079246,16.98284177,15.27828517,14.69913704,15.30598158,15.77767622,17.2060059,17.84620462,17.89692197,18.83230642,18.11094259,17.80020132,18.12269905,18.13641902,18.19877349,17.79187445,17.85973973,17.27528938,17.09561586,21.73224822,18.07747602,18.32470418,17.86509441,18.5526477,17.81741311,18.59747533,18.65799916,
United States,,,,,,,,,,,,,,,,11.8199373,11.49521249,11.83762036,11.1858005,10.74883688,11.61864632,11.54235905,12.00380766,12.13835265,12.55050996,11.97862664,10.34826823,10.15971565,10.38424016,10.16304589,10.94884573,10.59594327,10.78244038,10.46528476,10.32034243,9.984161837,10.30493432,10.62350664,10.98098904,11.37391458,11.82819993,12.32983078,12.25998248,12.9707953,11.85770477,9.868016676,9.390692579,9.537470791,10.68173293,11.3104789,11.28991266,10.27618809,7.903517092,8.56322203,9.538928617,9.763917369,10.46022545,10.89974817,11.18282796,10.85451499,11.50388673,9.929538941,9.884789597,10.15342202,11.3946785,12.59890368,10.64591277,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36625676,13.17440777,13.80047989,13.47039298,13.55775403,13.43296306,10.36874701,12.69529008,11.30196511,13.40202762,13.36290256,11.98874028,11.5296953,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25914113,19.57735015,18.48150517,18.70561298,19.77017966,19.22130283,19.95486134,20.56486826,21.17430138,20.69311999,19.69909152,19.36284948,20.71661271,19.82706428,19.59298337,19.72446999,20.81832856,20.89507643,22.64470818,22.43107907,21.66726593,21.38479337,21.84468593,20.3705811,22.49991592,22.65950935,24.35209359,23.79953574,,,,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18513835,,,,,17.90147748,18.57191781,18.09150161,17.73552187,17.12485185,,,,,,,,,,16.49619805,16.19453505,16.44234816,17.3819159,18.22981783,18.3043649,16.26534095,16.31071187,17.12953302,17.8374475,17.59466055,14.04025579,15.36048429,16.09626138,17.40822577,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.20235903,13.93379316,13.75981486,,,,,,16.12526642,,,,,14.49507809,14.07334739,14.54444309,14.77757976,14.32894637,13.09067127,13.34963658,13.69290415,13.78347048,14.01428278,14.00891173,14.01402439,13.89453844,14.17980514,13.87283958,13.78076387,13.67673137,14.37736378,14.52848063,13.61541037,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5386088,22.69418628,23.68292242,22.53865942,22.97078599,23.48328391,23.88151186,24.39474834,24.42261554,25.02896478,25.6499676,26.6813295,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,15.02706145,15.66954035,15.50688049,16.28742515,16.21160886,17.11741425,17.34111775,17.64883195,17.79657366,17.06284638,18.12792144,17.9500098,19.10036979,20.81317565,20.11717119,19.90587637,20.83862125,23.18883537,21.18745151,20.99614293,18.87998931,19.86883596,19.60437432,20.29552602,20.98463648,21.24983956,21.96394314,21.75993124,20.97606325,21.70059143,20.82489277,20.49276709,21.69859607,22.97211118,24.37808538,24.80723728,24.32280987,21.8948743,22.52060388,22.87467001,23.34576599,23.83139136,24.43193422,25.0486927,24.82835599,24.76928729,24.89489407,24.86734533,23.26494404,25.89462733,26.00545978,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48288336,17.4938312,18.71092625,15.04017112,17.23651829,15.68950016,16.10561795,16.05009567,16.18818713,16.95430849,,16.54070446,15.44001287,14.85951988,15.31705863,14.7947686,13.7115293,14.08251458,13.25930378,11.68751583,12.83484241,14.71594332,14.8923643,14.34710932,15.76103033,14.39396393,13.35318143,15.18485696,16.58706547,16.67762266,16.41800551,16.78041068,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19687186,17.43500104,17.92840728,17.83558131,,,17.67341928,15.45828056,5.465504281,7.21476805,,,,,,
